Manufacturer,Brand
Suncrest Foods Inc.,Topps
Sunday,礼拜天/Sunday
Sunflower,葵花/Sunflower
Suntory,Bikkle
Suntory,Boss Coffee
Suntory,C.C. Lemon
Suntory,Dakara
Suntory,Iced Oolong Tea
Suntory,Lucozade
Suntory,Natchan
Suntory,Orangina
Suntory,OVI
Suntory,Ribena
Suntory,V
Suntory,三得利/Suntory
Suntory,Rabina
Super Bock Group,Super Bock
Suppliers Tortilla Chips,Cornchips
SUZA Group of Companies,Suza
Swedish Match,Game
Swedish Match,Game Cigar
Swedish Match,Game Leaf Tobacco
Swedish Match,Garcia y Vega
Swedish Match,Swedish Match
Sweet Co Foods Limited,Milkose
Sweetco Foods Limited,Sweetco Foods Ltd
Swisher International Inc,Swisher Sweets
Swiss Natural Water,Swiss Natural Water
Sy,射阳/Sy
Sze Hing Loong,Sze Hing Loong Snack
Taiping,太平/Taiping
Taishan,泰山/Taishan
Taishan Cigarette,泰山/Taishan Cigarette
Taisunfoods,泰山仙草蜜/Taisunfoods
Tango,印尼焦糖巧克力威化饼/Tango
Tanzania Breweries Limited,Grand Malt
Tao Kae Noi,小老板/Tao Kae Noi
Tao Tao Jin,淘淘金打火机/Tao Tao Jin
Target,Target
Tavina,Tavina
Telford International Company,Tao Ti
Telford International Company,Meko
Telunsu,特仑苏/Telunsu
Tenwowfood,天喔/Tenwowfood
The Clorox Group,Brita
The Clorox Group,Burt's Bees
The Clorox Group,Clorox
The Clorox Group,Ever Clean
The Clorox Group,Formula 409
The Clorox Group,Fresh Step
The Clorox Group,Glad
The Clorox Group,Green Works
The Clorox Group,Hidden Valley
The Clorox Group,KC Masterpiece
The Clorox Group,Kingsford
The Clorox Group,Kitchen Bouquet
The Clorox Group,Lestoil
The Clorox Group,Liquid Plumr
The Clorox Group,Pine Sol
The Clorox Group,Renew Life
The Clorox Group,S.O.S.
The Clorox Group,Scoop Away
The Clorox Group,Soy Vay
The Clorox Group,Tilex
The Coca-Cola Company,Aquabona
The Coca-Cola Company,Aquarius
The Coca-Cola Company,Bonaqua
The Coca-Cola Company,"Bottle Cap - Royal, Coke"
The Coca-Cola Company,Ciel
The Coca-Cola Company,cocacola
The Coca-Cola Company,coca cola
The Coca-Cola Company,Coca-Cola
The Coca-Cola Company,Coca-Cola Company
The Coca-Cola Company,Coke
The Coca-Cola Company,Dasani
The Coca-Cola Company,Del Valle
The Coca-Cola Company,Fanta
The Coca-Cola Company,Fresca
The Coca-Cola Company,Fuze
The Coca-Cola Company,Fuze Tea
The Coca-Cola Company,Glacéau
The Coca-Cola Company,Glacéau Smartwater
The Coca-Cola Company,Glacéau Vitaminwater
The Coca-Cola Company,Gold Peak Tea
The Coca-Cola Company,Honest Tea
The Coca-Cola Company,Keringet
The Coca-Cola Company,Kinley
The Coca-Cola Company,Label Film
The Coca-Cola Company,Maaza
The Coca-Cola Company,Mello Yello
The Coca-Cola Company,Minute Maid
The Coca-Cola Company,Nutriboost
The Coca-Cola Company,Odwalla
The Coca-Cola Company,"Pet Bottle - Royal, Coke"
The Coca-Cola Company,Poms
The Coca-Cola Company,PowerAde
The Coca-Cola Company,Pulpy
The Coca-Cola Company,Römerquelle
The Coca-Cola Company,Rosa
The Coca-Cola Company,Rótulo
The Coca-Cola Company,Royal
The Coca-Cola Company,Schweppes
The Coca-Cola Company,Seagrams
The Coca-Cola Company,Simply
The Coca-Cola Company,Simply Beverages
The Coca-Cola Company,Simply lemOnade
The Coca-Cola Company,Simply Orange
The Coca-Cola Company,Smart water
The Coca-Cola Company,Smartwater
The Coca-Cola Company,Sparkle
The Coca-Cola Company,Sprite
The Coca-Cola Company,Tops
The Coca-Cola Company,Tum-e Yummies
The Coca-Cola Company,Vitamin water
The Coca-Cola Company,Vitaminwater
The Coca-Cola Company,"COCACOLA,"
The Coca-Cola Company,Coca Cola Company
The Coca-Cola Company,Vlasinka
The Coca-Cola Company,Wilkins Pure
The Coca-Cola Company,Royal 
The Coca-Cola Company,Sparkle 
The Coca-Cola Company,Wilkins
The Coca-Cola Company,Cola
The Coca-Cola Company,可口可乐/Coca Cola
The Coca-Cola Company,冰露/Coca Cola
The Coca-Cola Company,雪碧/Coca Cola
The Coca-Cola Company,美汁源/Coca Cola
The Coca-Cola Company,可口可乐瓶盖/Coca Cola
The Coca-Cola Company,Coca-Cola (Bottle Caps)
The Coca-Cola Company,The Coca Cola Company
The Coca-Cola Company,Coca Cola (China)
The Coca-Cola Company,Coca Cola (Hong Kong)
The Coca-Cola Company,Coca Cola/Brasserie
The Coca-Cola Company,Coca Cola (Hong Kong) Drink
The Coca-Cola Company,Coca Cola (Unkown Origin)
The Coca-Cola Company,The Coca-Cola Company
The Coca-Cola Company,Squirt Cocacola
The Coca-Cola Company,Manzanita Cocacola
The Coca-Cola Company,Coca Cola Tea
The Coca-Cola Company,Bonaqua(Coca-Cola)
The Coca-Cola Company,Schweps (Coca-Cola)
The Coca-Cola Company,Fanta (Coca-Cola)
The Coca-Cola Company,Sandora (Coca+Cola)
The Coca-Cola Company,Coca Cola (Hong Kong) Tea
The Coca-Cola Company,Coca-Cola (Bottle)
The Coca-Cola Company,Coca Auchan
The Coca-Cola Company,Pt Coca-Cola
The Coca-Cola Company,Fanta (Coca Cola)
The Coca-Cola Company,Coca Cola 12oz
The Coca-Cola Company,Wilkins (Bottle)
The Coca-Cola Company,China coke
The Coca-Cola Company,diet coke
The Coca-Cola Company,Viet Coke
The Coca-Cola Company,coca cola bottle
The Coca-Cola Company,coca cola and sprite caps
The Coca-Cola Company,Fanta - Coca Cola (GmbH)
The Coca-Cola Company,COKA COLA
The Hershey Company,Reece's
The Kroger Company,Harris Teeter
The Kroger Company,Kroger
The Kroger Company,Ralphs
The Kroger Company,Smith's
The Nigerian Bottling Company Limited (NBC) ,Eva
The Sazerac Company,Mr. Boston
The Scotts Company LLC,Earth Gro (Scott's)
The Topps Company,Baby Bottle Pop
The Topps Company,Bazooka
The Topps Company,Juicy Drop
The Topps Company,Push Pop
The Topps Company,Ring Pop
The Wine Group,Franzia Wine
Tian Cao,丹参补心茶/Tian Cao
Tiandiyihao,天地一号/Tiandiyihao
Tiantianle,天天乐/Tiantianle
Tianyuanshengwu,天源生物科技/Tianyuanshengwu
Tiger Brands,Chococam
Tingyi (Cayman Islands) Holding Corporation,康师傅/Master Kong
Tingyi (Cayman Islands) Holding Corporation,冰红茶/Master Kong
Tingyi (Cayman Islands) Holding Corporation,冰力十足瓶盖/Master Kong
Tingyi (Cayman Islands) Holding Corporation,康师傅瓶盖/Master Kong
Tingyi (Cayman Islands) Holding Corporation,康师傅（瓶贴）/Master Kong
Tingyi (Cayman Islands) Holding Corporation,康师傅冰红茶/Master Kong
Tingyi (Cayman Islands) Holding Corporation,Master Kong
Tiwi,Tiwi
TIWI,Jelly
Tizinai,提子奶/Tizinai
TJN Pasalubong,Caramel Bite
TMC,Bengbeng
Tong Ji,童记三利和食品/Tong Ji
Tongrentang,同仁堂/Tongrentang
Tootsie Roll Industries,Blow Pop
Tootsie Roll Industries,Charms
Tootsie Roll Industries,Double Bubble
Tootsie Roll Industries,Tootsie Pop
Tootsie Roll Industries,Tootsie Roll
Toyo Suisan,Chilled Food
Toyo Suisan,Instant Lunch
Toyo Suisan,Instant Ramen
Toyo Suisan,Maruchan
Toyo Suisan,Mukashi Nagara No Chuka Soba 
Toyo Suisan,Sanshoku
Toyo Suisan,Soba
Toyo Suisan,Udon
Toyo Suisan,Yakisoba
Tramy,清美/Tramy
Transfar,传化/Transfar
Trebjesa brewery,Niksic Beer
TriDharma,Kopiko
TriDharma,Energen 
"Trilini International, Ltd.",Pot Poht
Tsingtao,青岛啤酒/Tsingtao
Tsingtao,青岛/Tsingtao
Tsingtao,青岛啤酒包装袋/Tsingtao
Tudung Group,Garuda
Tudung Group,GarudaFood
Tudung Group,Kacang Garuda
Tudung Group,Mountea
Tudung Group,Okky Jelly Drink
Tudung Group,Pilus Garuda
Twin Bites Ent.,Haring Isda
UAC Foods Limited,Gala
UFC,UFC Ketchup Sachet
Unbranded,Sour Plum
Unbranded,Calla Hand
Unbranded,Champoy
Unbranded,Fabri Con
Unbranded,Facial Wipes
Unbranded,Dipsee
Unbranded,Candy Balls
Unbranded,Jelly Beans
Unbranded,Lipstick Pop
Unbranded,Maam Inasal
Unbranded,Polland Hopia
Unbranded,Coolers
Unbranded,Ulam Mismo
Unbranded,Rainbow Pie
Unbranded,Refresh Drink
Unbranded,Hope
Unbranded,White Whitening Sleeping Cream Mask
Unbranded,Cheep Chips
Unbranded,Go Cup
Unbranded,Whoopie
Unbranded,Hi ro
Unbranded,Laila
Unbranded,Vinegar Pusit
Unbranded,Kirei
Unbranded,Kobi
Unbranded,Chick Boy
Unbranded,Cardtrim
Unbranded,Keratin
Unbranded,Lechon Manok
Unbranded,Langka Ube
Unbranded,Icool
Unbranded,Ice Gem
Unbranded,Mang Juan
Unbranded,Pretzel
Unbranded,SnowBear
Unbranded,Sampalok Candy
Unbranded,Milky Stick
Unbranded,magic cream
Unbranded,Unknown
Unbranded,Assorted Bottle Caps
Unbranded,Cigarette Butts
Unbranded,Clear cups
Unbranded,Foil
Unbranded,Glass Bottle
Unbranded,Hard Plastic
Unbranded,Metal
Unbranded,Plastic Bags/Labo
Unbranded,PVC Pipe
Unbranded,Straw
Unbranded,Styro
Unbranded,Unbranded Plastics
Unbranded,Unknown Branded and Unbranded Packaging
Unbranded,Unknown Diapers
Unbranded,Various (Brand unknown)
Unbranded,Worn Out Bags
Unbranded,Worn Out Clothes
Unbranded,Worn Out Sacks
Unbranded,"Worn Out Shoes, Slippers"
Unbranded,Non identifeid
Unbranded,Various brands
Unbranded,Unidentified
Unbranded,Unkown
Unbranded,Ciggarate Buts
Unbranded,Others
Unbranded,Plastic Labo
Unbranded,Sachet Water
Unbranded,Jasmine
Unbranded,Desconocido
Unbranded,Sachets
Unbranded,unknow
Unbranded,Satchets
Unbranded,Tomy Tomy
Unbranded,Unique
Unbranded,Islands
Unbranded,Unidentified Brands
Unbranded,Rite
Unbranded,3P
Unbranded,Aqua Vita
Unbranded,Do Good   Table Water
Unbranded,Afro Care
Unbranded,Spoons
Unbranded,Smocking Materials (Plastic)
Unbranded,Broken Styro
Unbranded,Sando Bag
Unbranded,Plastic Wrap
Unbranded,Softdrink Straw
Unbranded,Slippers
Unbranded,Diaper
Unbranded,Broken Glass
Unbranded,String Straw
Unbranded,Lighter
Unbranded,Plastic Cups
Unbranded,Floor Mat
Unbranded,Ice Candy wrapper
Unbranded,Unbranded
Unbranded,Thin Film
Unbranded,Aluminum Foil
Unbranded,Fish Net
Unbranded,Plastic Spoon
Unbranded,Fruit Wrap
Unbranded,Other
Unbranded,No Name
Unbranded,Unknown Plastics
Unbranded,Pipet Plastik
Unbranded,Damaged Plastic Bags
Unbranded,Disposable Spoons
Unbranded,No Brand- Pieces 3in.+ in Size
Unbranded,Disposable Cups
Unbranded,Food Packing (Plastic)
Unbranded,Hard Plastics
Unbranded,other unknown packs
Unbranded,Straws
Unbranded,Local Snack Packets
Unbranded,Water Unknown
Unbranded,Beverage Bottle Unknown
Unbranded,Metal Products
Unbranded,Seedbag
Unbranded,Rubber
Unbranded,Stainless Steel Scourer
Unbranded,Other Pet
Unbranded,Clear Plastic Bag
Unbranded,Other Items (Plastic)
Unbranded,Plastic Bag
Unbranded,Strew
Unbranded,Unidentified Brand
Unbranded,Clear Plastic Bag With Adhesive
Unbranded,Plastic Gloves
Unbranded,Lighter Unknown
Unbranded,Disposable spoon
Unbranded,Brand
Unbranded,Plastic Utensils
Unbranded,Budget Rice
Unbranded,Household Products (Plastic)
Unbranded,Tooth Brush Unknown
Unbranded,Cigarette Buds
Unbranded,Fishing Gear (Plastic)
Unbranded,Plastic Shopping Bag
Unbranded,Plastic Cup
Unbranded,Plastic Lid
Unbranded,Tooth Brush
Unbranded,è¯å¸å±±
Unbranded,Uknown
Unbranded,Plastic Lined Paper
Unbranded,Shampo
Unbranded,Styrofoam
Unbranded,Electrical Plastics
Unbranded,Flavaoured Water
Unbranded,Plastik Kantong
Unbranded,Fishing Tool Unknown
Unbranded,Unknown Gloves
Unbranded,Biscuit Unknown
Unbranded,Shrimp Snack Unknown
Unbranded,Thai Rice Unknown
Unbranded,Beverage Cup Unknown
Unbranded,Mask Unknown
Unbranded,Chinese Drink Unknown
Unbranded,Pinang Unknown
Unbranded,Lolipop Unknown
Unbranded,Cake Unknown
Unbranded,Food Tray Unknown
Unbranded,Dried Mango Unknown
Unbranded,Freezer Bag Unknown
Unbranded,Fish Food Unknown
Unbranded,Noodle Unknown
Unbranded,Unknown Candy
Unbranded,Fishing Bait Unknown
Unbranded,Drug Bottle Unknown
Unbranded,Sour Milk Drink Unknown
Unbranded,Ice Pack Unknown
Unbranded,Agricultural Chemical Unknown
Unbranded,Taiwan Pastry Unknown
Unbranded,Fish Unknown
Unbranded,Soy Drink Unknown
Unbranded,Unknown - see photo
Unbranded,Unknown food packaging
Unbranded,unknown water bottle
Unbranded,Unknow Residuals
Unbranded,unknown cigarette
Unbranded,Unknown styrofoam
Unbranded,unknwon
Unbranded,unknown lid
Unbranded,unknown wrapper
Unbranded,Plastik Makanan
Unbranded,Neva Plastics
Unbranded,Sendok Plastik
Unbranded,"Kresek, Plastik, Bubble Wrap"
Unbranded,Papilon Plastics
Unbranded,Gelas Plastik
Unbranded,Plasticam
Unbranded,Sedotan Plastik
Unbranded,Plastik Cover Penutup Gallon
Unbranded,Mika (Plastik Mika)
Unbranded,Dana Plastics
Unbranded,Frn Plastics
Unbranded,Sarung Tangan Plastik
Unbranded,Hansaplast
Unbranded,Mega Plastics
Unbranded,Mica Plastic Box
Unbranded,Building plastic
Unbranded,Personal Care (Plastic)
Unbranded,Plastic Rope
Unbranded,Plastic Straw
Unbranded,Pentagon Plastics
Unbranded,Implast
Unbranded,Lion Plastics
Unbranded,Plastic Sachts
Unbranded,Bottled Covers
Unbranded,Bottle Caps
Unbranded,Drug Bottle Un Branded
Unbranded,Cup
Unbranded,æ´¥å¨
Unbranded,æ´¥è·¯
Unbranded,æ¤ç›Š
Unbranded,æ—¥åº·
Unbranded,æ–°ä¼¯æ°
Unbranded,æ±éµ¬
Unbranded,æƒ å®œ
Unbranded,æš¢æ„100%
Unbranded,æ™¯ç”°
Unbranded,å¨ƒå“ˆå“ˆ
Unbranded,å„ªæ¨‚å¤š
Unbranded,å¥½ç›Šå¤š
Unbranded,å°æ´‹äºº
Unbranded,å°é…¸å¥¶
Unbranded,å°–å«
Unbranded,åµ›è„ˆ
Unbranded,å¼·äºº
Unbranded,ä¼Šåˆ©
Unbranded,ä¹é¾å³°
Unbranded,Wet wipes
Unbranded,(Chinese Name)
Unbranded,(Korean Name)
Unbranded,No Especifico
Unbranded,no especificado
Unbranded,Inidentified
Unbranded,Paper And Wood Products
Unbranded,My Clear Bags
Unbranded,Apex Folders
Unbranded,Cd
Unbranded,Stickers
Unbranded,Flu Pill
Unbranded,Barritas De Surimi
Unbranded,Foam Products
Unbranded,Cheese Balls
Unbranded,Sugar
Unbranded,Perfume
Unbranded,Flex
Unbranded,Unbrabranded
Unbranded,Unbanded
Unilever,Alsa
Unilever,Amino
Unilever,Amora
Unilever,Annapurna
Unilever,Aromat
Unilever,Axe
Unilever,Ben & Jerry's
Unilever,Best Foods
Unilever,Bovril
Unilever,Breeze
Unilever,Brooke Bond
Unilever,Bru
Unilever,Brummel & Brown
Unilever,Bryers
Unilever,Buavita
Unilever,Bushell's
Unilever,Calvé
Unilever,Calvè
Unilever,Chicken Tonight
Unilever,Choysa
Unilever,Clear
Unilever,Close-up
Unilever,Colman's
Unilever,Conimex
Unilever,Continental
Unilever,Cornetto
Unilever,Creamsilk
Unilever,Darko
Unilever,Degree
Unilever,Dermalogica
Unilever,Dove
Unilever,Fanacoa
Unilever,Fruco
Unilever,Fudgsicle
Unilever,Grom
Unilever,Heartbrand
Unilever,Hellmann's
Unilever,Jack Links
Unilever,Jack Link's
Unilever,Joko
Unilever,Kecap Bango
Unilever,Kissan
Unilever,Klondike
Unilever,Knorr
Unilever,Lady's Choice
Unilever,Lan-Choo
Unilever,LaoCai
Unilever,Lifebuoy
Unilever,Lipton
Unilever,Lipton Ice Tea
Unilever,Lizano Sauce
Unilever,Lusso
Unilever,Lux
Unilever,Lynx
Unilever,Lyons
Unilever,Mãe Terra
Unilever,Magnum
Unilever,Maille
Unilever,Maizena
Unilever,Marmite
Unilever,McCollins
Unilever,Molto
Unilever,Nexxus
Unilever,Omo
Unilever,Paddle Pop
Unilever,Paddlepop
Unilever,Pepsodent
Unilever,Pfanni
Unilever,PG Tips
Unilever,Ponds
Unilever,Popsicle
Unilever,Pot Noodle
Unilever,Pukka
Unilever,Pure Leaf
Unilever,Rani
Unilever,Red Rose
Unilever,Red Rose Tea
Unilever,Rexona
Unilever,Rin
Unilever,Rinso
Unilever,Robertsons
Unilever,Royco
Unilever,Saga
Unilever,Salsa Lizano
Unilever,Sariwangi
Unilever,Scottish Blend
Unilever,Sealtest
Unilever,senape calvè
Unilever,Shield
Unilever,Signal
Unilever,Simple
Unilever,Sinigang Knorr
Unilever,Sir Kensington's
Unilever,Skip
Unilever,Slotts
Unilever,Solero
Unilever,St. Ives
Unilever,Streets
Unilever,Sunce
Unilever,sunlight
Unilever,Sunsilk
Unilever,Sure
Unilever,Surf
Unilever,Surf Excel
Unilever,T2
Unilever,Talenti
Unilever,Telma
Unilever,Tortex
Unilever,Tresemme
Unilever,Turunsinappi
Unilever,Unilever
Unilever,Unox
Unilever,Vaseline
Unilever,Vim
Unilever,Weis
Unilever,knorr magic cubes
Unilever,Uniliver
UNILEVER,Bestfood Sandwich Spread
Unilever,Dove Shampoo
Unilever,Sunsilk Shampoo
Unilever,Selecta Ice Cream
UNILEVER,Creamsilk Conditioner
Unilever,Whisper
Unilever,Clear Shampoo
UNILEVER,Rejoice
UNILEVER,Surf Fabric Con
UNILEVER,Surf Oxybubbles
Unilever,Surf Powder
Unilever,Surf Detergent Bar
Unilever,Breeze Powder
Unilever,Close Up
Unilever,Ladies Choice mayonnaise
Unilever,Eskinol
Unilever,Master Facial Scrub
Unilever,Lipton Green Tea
Unilever,Clear 
Unilever,Cream Silk
Unilever,Cream Silk (Pink)
Unilever,Rexona Men
Unilever,Sunsilk (Green)
Unilever,Sunsilk (Pink)
Unilever,Surf (Powder)
Unilever,可爱多/Unilever
Unilever,Surf-Excel
Unilever,Cif
Unilever,Knorr Cubes
Unilever,Knor
Unilever,Knorr 10gm
Unilever,Pepsodent Unilever
Unilever,Unilever Phils
Unilever,Unilever Phils.
Unilever,Pure Leaf Unilever
Unilever,Sunlight (Unilever)
Unilever,Hindustan Unilever
Unilever,unilever philippines
Unilever,Uniliver Phils
Uni-President,统一/Uni-President
Uni-President,海之言/Uni-President
Uni-President,小茗同学/Uni-President
Uni-President,统一奶茶/Uni-President
Uni-President,统一方便面/Uni-President
Uni-Presidenti,汤达人/Uni-Presidenti
Uni-Presidenti,鲜橙多/Uni-Presidenti
Unitop,Unitop Plastic
Universal Robina Corporation,Blend 45
Universal Robina Corporation,C2
Universal Robina Corporation,Cream All
Universal Robina Corporation,Jack'N Jill
Universal Robina Corporation,Piattos
Universal Robina Corporation,Refresh
Universal Robina Corporation,Roller Coaster
Universal Robina Corporation,Tortillos
Universal Robina Corporation,Blueberry
Universal Robina Corporation,Chippy
Universal Robina Corporation,Chiz Crispes
Universal Robina Corporation,Chiz Curls
Universal Robina Corporation,Choco Knots
Universal Robina Corporation,Cream-o
Universal Robina Corporation,Great Taste
Universal Robina Corporation,Great Taste White
Universal Robina Corporation,Magic Flakes Chips
Universal Robina Corporation,Mang Juan
Universal Robina Corporation,Maxx
Universal Robina Corporation,Mr. Chips
Universal Robina Corporation,Nips
Universal Robina Corporation,Nova
Universal Robina Corporation,Vcut
Universal Robina Corporation,Wafrets
Universal Robina Corporation,Wiggles
Universal Robina Corporation,Urc
Universal Robina Corporation,V-CUT
Universal Robina Corporation,Presto
Universal Robina Corporation,Super Thin
Universal Robina Corporation,Waffrets
Universal Robina Corporation,X.O.
Universal Robina Corporation,Magic Creams
Universal Robina Corporation,Presto Creams
Universal Robina Corporation,Great Taste Crema
Universal Robina Corporation,Milky Knots
Universal Robina Corporation,C2 Solo
Universal Robina Corporation,Payless Pancit Canton
Universal Robina Corporation,Pic-A
Universal Robina Corporation,Magic Chips
Universal Robina Corporation,Cloud 9
Universal Robina Corporation,Hello
Universal Robina Corporation,Chicharon ni Mang Juan
Universal Robina Corporation,Dynamite
Universal Robina Corporation,Hello 
Universal Robina Corporation,Moby
Universal Robina Corporation,Quake Overload
Universal Robina Corporation,Great Taste Coffee
Universal Robina Corporation,Cream-0
Universal Robina Corporation,C2 label
Universal Robina Corporation,Crosini
Universal Robina Corporation,C2 bottle
Universal Robina Corporation,Berry Knots
Universal Robina Corporation,Chippy 
Universal Robina Corporation,Choey toffee
Universal Robina Corporation,Chooey Choco
Universal Robina Corporation,Cloud 9
Universal Robina Corporation,Great Taste 
Universal Robina Corporation,Iceman
Universal Robina Corporation,Lush
Universal Robina Corporation,Magic flakes
Universal Robina Corporation,Magic Junior
Universal Robina Corporation,Payless
Universal Robina Corporation,Potato chips
Universal Robina Corporation,Refresh 
Universal Robina Corporation,Rollercoaster
Universal Robina Corporation,Stix
Universal Robina Corporation,XO
Universal Robina Corporation,XO 
Universal Robina Corporation,Yema
Universal Robina Corporation,Universal Robina Corp.
Universal Robina Corporation,Universal Robina
Universal Robina Corporation,Jack N Jill
Universal Robina Corporation,Cloud 9 - Jack & Jill
Universal Robina Corporation,Urc Vietnam
Universal Robina Corporation,Urc Viet Nam
Universal Robina Corporation,Jack N' Jill
Upfield,Blue Band
Valora,OK
Vcc,Vcc
Vermirich Foods,SM Bonus Apple Juice
Vietnam Dairy Products JSC,Vinamilk
Vietnam Soya Products Company,Vinasoy
Vijay,Vijay's sweet
Viju Industries Nigeria Limited,Vigu milk
Viju Industries Nigeria Limited,Vijiu Milk
Viju Industries Nigeria Limited,Viju Industries Nigerian Ltd.
Viju Industries Nigeria Limited,Viju Milk
Viju Industries Nigeria Limited,Viju Water
Viju Industries Nigeria Limited,VIJU-MILK
Villiger-Kiel,Villiger-Kiel
Vinda,维达/Vinda
Virginia Food,Virginia Spaghetti
Vita,维他/Vita
Vita,维他柠檬茶/Vita
Vitamin Fuchs,Vitamin Fuchs
Vitamix Labs,Vitamix
Vitasoy International Holdings Limited,Vita Tea
Vitasoy International Holdings Limited,Vitasoy
Vitasoy International Holdings Limited,Vita
Voltic Ghana Limited,Voltic
Vs,沙宣/Vs
W.L. Food Products,Chepee
W.L. Food Products,Corn Bits
W.L. Food Products,Corn Flakes
W.L. Food Products,Flakes
W.L. Food Products,Hope
W.L. Food Products,Muncher
W.L. Food Products,Tattos
W.L. Food Products,Yahoo
W.L. Food Products,Tattoos Corn Tube
W.L. Food Products,Tattoos
W.L. Food Products,Cheepee
W.L. Food Products,Corn Bits Flakes
W.L. Food Products,Cornflakes
W.L. Food Products,X- Sakto
W.L. Food Products,Muncher Green Peas
W.L. Food Products,Dilis Choice
W.L. Food Products,Halo-halo
W.L. Food Products,Lion Crunchy
W.L. Food Products,Mirinda
W.L. Food Products,Nester
W.L. Food Products,Royal
W.L. Food Products,Sugpo
W.L. Food Products,Xsakto
W.L. Food Products,W. L. Foods
W.L. Food Products,W.L Foods
W.L. Food Products,W.L. Foods
W.L. Food Products,W.L. Foodscorn Bits
W.L. Food Products,W.L.Foods
W.T. Hawkins Ltd.,Cheezies
Waddington Group,Eco Products
Waldemar Behn,Kleiner Feigling
Walgreens,Nice
Walmart,Great Value
Walmart,Members Mark
Walmart,Members Mark 
Walmart,Parents Choice
Walmart,Sam's Choice
Walmart,Walmart
Walnut Crumble,合桃酥/Walnut Crumble
Wanda,万达/Wanda
Wanglaoji,保济丸/Wanglaoji
Want Want,旺旺/Want Want
Want Want,旺仔/Want Want
Want Want,旺旺包装袋/Want Want
Warda,Warda
Waru,娃乳/Waru
WATT Energy Drink LLC,Energy Watt
Wazobia Market,Wazobia
Wei Dao,味道/Wei Dao
Wei Liang,微凉/Wei Liang
Wei Long,Wei Long
Wei Mei Xin,味美欣/Wei Mei Xin
Wei Zhi Yuan,味之源/Wei Zhi Yuan
Weichuan,味全/Weichuan
Weiliduo,微力多/Weiliduo
Weilongshipin,卫龙/Weilongshipin
Weiwei,天山雪/Weiwei
Weiyang,味阳/Weiyang
Weizhiyuan,味芝元/Weizhiyuan
Wen Hua,文华糖果纸/Wen Hua
Wendy's,Wendy's
Werdery,均瑶/Werdery
Werdery,味动力/Werdery
Whisky Classic,Whisky Classic
White Claw Seltzer Works,White Claw Hard Seltzer
Whitecat,白猫/Whitecat
Wings Group,Wings Food
Wings Indonesia,Floridina
Wis,Wis
Wjtfood,味聚特/Wjtfood
WL Foods,Tattoos
WL Foods,Muncher
WL Foods,Halo Halo
WL Foods,Sasas
WL Foods,Potato Fries
WL Foods,Yahoo 
WL Foods,Boogyman
WL Foods,Onion Rings
Wljhealth,王老吉/Wljhealth
Wljhealth,王老吉(旧款）/Wljhealth
Wo Zhi Le,我至叻/Wo Zhi Le
Woolworths Group,Woolworths
Wowo,喔喔/Wowo
Wrigley Company,Double Mint
Wrigley Company,Juicy Fruit
Wrigley'S,真知棒/Wrigley'S
Wu Yang,五羊/Wu Yang
Wu Yishan,五怡山/Wu Yishan
Wuguzaliang,五谷杂粮/Wuguzaliang
Wuqiongshipin,无穷/Wuqiongshipin
Wutongzi,天府花生/Wutongzi
Wuzizui,枸杞槟榔/Wuzizui
Wuzizui,伍子醉/Wuzizui
Xi Zhi Lang,Xi Zhi Lang
Xian Tai,闲泰/Xian Tai
Xiang Piao Piao,Xiang Piao Piao
Xiang Yue,香约/Xiang Yue
Xiang Zhi Lin,Xiang Zhi Lin
Xiangbalao,乡巴佬/Xiangbalao
Xiangduoduo,香多多/Xiangduoduo
Xiangpiaopiao Food,香飘飘/Xiangpiaopiao Food
Xiangtan,湘潭槟榔/Xiangtan
Xiangtang Zhixing,香潭之星/Xiangtang Zhixing
Xiangyin,相印/Xiangyin
Xiao Anwei,小安慰/Xiao Anwei
Xiao Ou Yan,小欧验/Xiao Ou Yan
Xiaogutou,小骨头/Xiaogutou
Xiaojingling,小精灵食品/Xiaojingling
Xiaosongshu,小松鼠/Xiaosongshu
Xiaowangzi,小王子/Xiaowangzi
Xiaoyangren,小洋人/Xiaoyangren
Xiduoduo,喜多多/Xiduoduo
Xin Fu Lai,鑫福来/Xin Fu Lai
Xinbake,辛巴克/Xinbake
Xinhualei,鑫花蕾/Xinhualei
Xinhuayin,新华银/Xinhuayin
Xiu Yi,秀一洗发水/Xiu Yi
Xiwang,希望/Xiwang
Xue Pao,雪泡/Xue Pao
Xuefeixue,雪飞雪/Xuefeixue
Ya Dele,雅得乐/Ya Dele
Yakult,Yakult
Yakult,养乐多/Yakult
Yakult,益力多/Yakult
Yala,Yala
Yale Foods Limited,Yale
Yan Tang,燕塘/Yan Tang
Yan Tang Shan,雁汤山/Yan Tang Shan
Yang Yuan,六个核桃/Yang Yuan
Yanglan,杨澜/Yanglan
Yanjing,燕京/Yanjing
Yanzhong,延中瓶盖/Yanzhong
Yao Ji,姚记扑克/Yao Ji
Yi Diandian,1点点/Yi Diandian
Yi Mu,益母/Yi Mu
Yida,伊达/Yida
Yide,懿德/Yide
Yili,伊利/Yili
Yili,安慕希/Yili
Yili,巧乐兹/Yili
Yili,金典/Yili
Yili,伊利纯牛奶/Yili
Yili,Qq星/Yili
Yili,伊丽/Yili
Yin Lu,花生牛奶/Yin Lu
Ying Kang,营康/Ying Kang
Yingyou,营优/Yingyou
Yinlu,银鹭/Yinlu
